index,index,text
167,167,Our unprecedented grassroots movement propelled us to victory in Iowa . Now help us build momentum in states around …
168,168,"We don ' t have a super PAC , we don ' t need a super PAC , and we don ' t want a super PAC . We ' re going to win because of …"
169,169,A growing number of doctors are sick and tired of the enormous waste and bureaucracy in our cruel and dysfunctional …
170,170,Adidas wants to sneak in a long - sought provision allowing people to use pretax money to pay for gym memberships and …
171,171,"I ’ m hosting a virtual roundtable on the economic and health crises created by the coronavirus outbreak . Join me , mu …"
172,172,"Black students graduate on average with $ 4 , 000 more in student loans than white students . Our plan to cancel all s …"
173,173,I stand with @ UNITEHERE in calling on @ Starbucks to demand that @ HMSHost create an environment at their stores wher …
174,174,Public libraries are essential to our communities . The workers who provide these vital services deserve adequate st …
175,175,This is the year we defeat Trump ! The only way to beat Trump is with a massive voter turnout and a campaign that ex …
176,176,A trial in the Senate . Mitch McConnell must conduct a full and fair trial to hold this president accountable .
177,177,In the United States of America people should not be dying because they cannot afford insulin . We are going to end …
178,178,"Today I am suspending my campaign . But while the campaign ends , the struggle for justice continues on ."
179,179,At 2 p . m . ET today I will deliver another address to the nation on the lessons our country can learn from the coron …
180,180,Are you willing to fight for someone you don ' t know as much as you ' re willing to fight for yourself ?
181,181,We are a multigenerational movement . We are a multiracial movement . We are a movement of millions of people who a …
182,182,"There is something very , very wrong when we spend twice as much per capita on health care as other major countries , …"
183,183,. @ HawaiianAir is making record profits while flight attendants struggle to make ends meet . Workers have waited near …
184,184,Corporate greed is killing Americans and it must be stopped .
185,185,My friend @ KillerMike is right . We are not going to wait any longer for justice and basic rights . The time for a po …
186,186,Trump is a liar . He ' s a racist . We ' re going to defeat him . And we ' re going to reverse every ugly thing he has do …
187,187,We must and we will remove the profit motive from assessing Americans ' creditworthiness . Our plan : establish a pub …
188,188,"If you are registered No Party Preference ( NPP ) in California and want to vote for me , you need to request a Democr …"
189,189,"If our medical personnel go down , who will treat the American people ? Mr . Trump : Utilize the Defense Production Act …"
190,190,"Trump said , "" We will always protect patients with pre - existing conditions . ” Really ? This is the same president wh …"
191,191,79 million Americans are burdened by medical debt for the “ crime ” of getting sick . We ’ re going to eliminate all pas …
192,192,"Thank you @ UTLAnow for your support ! If you love America , you love the children of America . If you love the child …"
193,193,The ability to hear should not be a luxury for those who can afford it . That is why hearing aids are covered under Medicare for All .
194,194,The killings of unarmed Black Americans have got to end . Atatiana Jefferson should be alive . The Department of Just …
195,195,"We need a new vision for America . That is what this campaign is all about . I ' m so grateful that @ AOC , who has becom …"
196,196,"I am proud to be endorsed by @ JoltAction . Together , we will fight for working people across Texas and the country a …"
197,197,"We pride ourselves on being the longest standing democracy in the world . To me that means one person , one vote . M …"
198,198,I believe you should be able to get cancer treatment even if you are poor . I believe you should be able to go to a …
199,199,"Arkansas , Colorado , Minnesota and Texas — your polls are closing in the next few hours . Be sure to get there in time , …"
200,200,"One year from today we will swear in a new president . When we stand together , when we reject the forces of greed , …"
201,201,Let me congratulate the @ massaflcio on their support for Medicare for All . When every American has comprehensive he …
202,202,The Green New Deal is not just a climate plan . It is an economic plan . We will create 20 million jobs and invest $ 1 …
203,203,"In the last quarter of 2019 , an incredible 300 , 000 people donated to our campaign for the first time . This campaig …"
204,204,That ' s funny . Jamie Dimon seemed fine with corporate socialism when his bank got a $ 416 billion bailout from Americ …
205,205,We need fundamental change to an economy that leaves far too many working people behind . Join a teach - in with Berni …
206,206,If we could put people on the moon 50 years ago we sure as hell can make automatic voter registration possible nationwide .
207,207,"I know what side I ' m on . I stand with the 30 , 000 Chicago teachers and school staff on strike ."
208,208,Long - term care is health care . Home and community - based services will be covered under Medicare for All .
209,209,This is the richest country on Earth . Everyone should have health care . Everyone should live in dignity . No exce …
210,210,Nothing scares corporate America more than a powerful trade union movement . I have stood with unions my whole life …
211,211,"“ As Latinos , I really feel like it ’ s our election . I ’ m sick and tired of feeling like a second - class citizen . This …"
212,212,"Donald Trump , Jeff Bezos and Warren Buffett pay a lower tax rate than someone making $ 7 . 25 an hour . Let that sink …"
213,213,Insulin costs $ 6 per vial to make . Diabetics need it to survive . Pharma companies in the U . S . sell it for over $ 30 …
214,214,I welcome the hatred of the crooks who destroyed our economy .
215,215,""" It wasn ’ t until I heard of a man by the name of Bernie Sanders that I began to question and assert and recognize m …"
216,216,""" This isn ' t merely about winning — it ' s about taking on a system that has left so many people behind . Bernie Sander …"
217,217,Jeff Bezos and Amazon spent $ 1 . 5 million to defeat progressives like @ VoteSawant . They should have kept their money …
218,218,"The Iowa caucuses are tonight , and we need Iowans to finish the political revolution we started . ➡ ️ Find your cauc …"
219,219,The votes elected officials take should be based on the best interests of the American people — not the fear of retri …
220,220,The momentum is with our campaign because we are listening to the people ! By bringing millions of new people into p …
221,221,"Our campaign is strong because of the guidance and leadership of women like @ NinaTurner , @ DrDooleyMD , …"
222,222,Workers deserve : ➡ ️ An ownership stake in the companies they work for ➡ ️ A say in decisions that impact their live …
223,223,"We are building a multigenerational , multiracial movement — Black , white , Latino , Native American , Asian American — …"
224,224,"As we figure out how to deal with the coronavirus , we must listen to the experts . Join me for a conversation with …"
225,225,I am proud to have the support of leaders like @ JillianDURM who are fighting for economic justice in their communit …
226,226,"Under Medicare for All you will never lose health coverage , even if you : - Are low - income - Leave your job - Turn 26 …"
227,227,So many people came out for our canvass launch in Concord that we couldn ' t fit everyone . Our volunteers knocked o …
228,228,To beat Donald Trump we need a campaign of energy and excitement . I do not believe Joe Biden has that campaign .
229,229,"To those who want to divide us : No , we ’ re not going to hate Muslims . No , we ’ re not going to hate Latinos . We are go …"
230,230,Our democracy and our planet cannot afford another four years of Trump . This is the most important election of our …
231,231,"We need to bail out workers , not corporations ."
232,232,We need a Green New Deal .
233,233,"Together , we can create an America based on justice and compassion , not greed and corruption . But first we need to …"
234,234,"T - Mobile got this merger approved after spending nearly $ 200 , 000 at Trump ' s hotels . This is a disastrous decision . …"
235,235,"Medicare for All is not just the moral thing to do , it is the economically smart thing to do . We will lift the burd …"
236,236,Thank you to UNC - Chapel Hill for helping us kick off our college tour this weekend ! Young people are far more power …
237,237,Trump thinks human life is about cheating and stepping on people to get rich . My view is that we are all richer emo …
238,238,"As the new year approaches , let us commit to fighting for a government and an economy that works for the overwhelmi …"
239,239,I stand with the members of @ CWAUnion rallying today in California to to ensure that @ FrontierCorp values their wor …
240,240,It ' s not coincidental that the top health care CEOs made $ 1 . 1 billion last year while 4 in 10 cancer patients lose …
241,241,Trump is the most corrupt president in our modern history .
242,242,"The fact that we are the only major country not to guarantee paid leave , and millions of workers cannot take paid s …"
243,243,Tomorrow : join Campaign Manager @ fshakir for a Reddit AMA on at 12 pm ET .
244,244,30 years ago I likely lost a race for Congress because I supported a ban on assault weapons . We need to do what the …
245,245,"Economic and health care assistance must be available to all , regardless of immigration status . Join our live town …"
246,246,"I am honored to have the endorsement of @ AFTWA . Together , we will make transformative investments in our children , …"
247,247,We must set a national goal of ending the HIV epidemic in the U . S . by the year 2025 so that HIV is no longer a publ …
248,248,Mental health care is health care . It will be covered by Medicare for All .
249,249,"On this # MayDay2020 , I stand with the workers at Amazon , Whole Foods , Instacart and Target who are on strike . Ess …"
250,250,"The first thing we need to do , whether I ' m president or not , is to shut this president up and finally listen to the …"
251,251,"Teachers are doing some of the most important work in America . When we are in the White House , we will work to ensu …"
252,252,Join our movement for justice . Chip in any amount at right now .
253,253,"Please join me at 7 p . m . ET tonight to discuss the latest updates on the coronavirus pandemic , as Congress continue …"
254,254,"War and violence have got to be the last response , not the first response ."
255,255,It ' s good news that Detroit is restoring water to thousands of households . But it shouldn ' t take a crisis like the …
256,256,General Mills made over $ 1 . 7 billion in profits last year . They should be rewarding the workers that made that happ …
257,257,What is happening in Australia today will become increasingly common around the world if we do not aggressively com …
258,258,"When I am in the White House , we will immediately launch the decade of the Green New Deal , a 10 - year , nationwide mo …"
259,259,Parents must be able to get childcare without struggling to pay rent or buy food . Children must have the best poss …
260,260,Our fight is not between workers who make $ 10 an hour and those who make $ 20 an hour . Our fight is between the mil …
261,261,Campaign Manager @ fshakir is live NOW with an update for our grassroots supporters and he ’ s bringing a SPECIAL GUES …
262,262,This is a crisis . We need national rent control .
263,263,"We have a president who is speaking in opposition to medical advisors in our own government . To me , this is as dang …"
264,264,Corporate greed is a threat to our public health . To McDonald ' s and other massive corporations : Stop hoarding weal …
265,265,Don ' t tell @ realDonaldTrump this because he ' ll get very nervous — we ' re going to beat him in Texas .
266,266,"Trump wants to divide us up , because that ' s the only way he can win . We reject that . We are about bringing people t …"
267,267,"More than 11 , 400 people joined us last night in Denver . All across this country , people are tired of the greed of t …"
268,268,"As the Feb . 3 Iowa caucus approaches , Iowans face a choice . Are we going to settle for a status quo that is leavin …"
269,269,We are the strongest campaign to defeat the most corrupt president in recent history . We are going to transform thi …
270,270,"Detroiters are having their water shut off because they can ’ t afford outrageous water bills . Meanwhile , Nestle gets …"
271,271,"Today , the government considers marijuana as dangerous as heroin . That ’ s idiotic . As president I will immediately …"
272,272,In order to defeat Donald Trump we need to generate excitement among voters and turn out millions of young people . …
273,273,This decision by Trump ' s NLRB is terrible for working people . Companies like @ McDonalds should be held responsible …
274,274,"Tonight , join our virtual town hall with the leaders of the country ’ s major postal unions on how the federal govern …"
275,275,Young people : this is your election . If you turn out in record numbers we will not only beat Trump . We will ensur …
276,276,@ mnnurses Thank you for your work @ mnnurses !
277,277,"The political revolution is alive and well in Las Vegas . Thank you to the thousands of people who joined me , @ AOC , …"
278,278,We must do more than just stop war with Iran . We must firmly commit to ending U . S . military presence in the Middle …
279,279,"A nation ’ s greatness is judged not by how many billionaires it has , but how it treats the people most in need . That …"
280,280,No one should have to watch a loved one die because they don ' t have health insurance . I don ' t understand what is so radical about that .
281,281,Many people are responding that they can ' t afford to get dental care . This is a major reason we need Medicare for A …
282,282,I encourage Albuquerque residents to vote yes on Proposition 2 today . We must move to publicly fund elections acros …
283,283,"Right now , the charter industry is working overtime to buy the local school board race in Los Angeles in an attempt …"
284,284,Trump cree que puede ganar su reelección al dividirnos . Está equivocado . Lo venceremos porque estamos uniendo a nue …
285,285,Trump is a coward who tears down others to make himself feel powerful . Jane and I stand with @ RepDebDingell against …
286,286,"Wishing everyone a happy new year ! Let us go forward to create a nation that is based on peace , justice and dignity for all people ."
287,287,Have you ever postponed or skipped getting health care you needed due to the cost ?
288,288,We are going to live up the values Dr . King espoused and end the hatred coming from the Trump administration .
289,289,"While Arizona , Florida and Illinois are still voting today , going to the polls amid the coronavirus outbreak is a p …"
290,290,If we ' re going to avert climate catastrophe we must act boldly and we must act now . That is why we have the most c …
291,291,We are just 50 days from the Iowa caucus . This is the most important election of our lives and winning this is goi …
292,292,My opponents would like you to think the ideas that we ' re talking about are radical . They ' re not . They ' re what the …
293,293,I have no problem standing up to the fossil fuel industry . I have no problem standing up to Big Pharma . I have no p …
294,294,"Remember when Trump shut down the government ? 800 , 000 federal workers do , because they missed their paychecks or w …"
295,295,"Mayor Bloomberg has a solid and strong and enthusiastic base of support . Problem is , they ' re all billionaires . # DemDebate"
296,296,When I ran for Congress we won a seat that had been Republican for decades . I passed more amendments than any membe …
297,297,Americans ' right to vote is fundamental and must never be taken away .
298,298,It is time to take on the big money interests . It is time to change our national priorities . # DemDebate
299,299,One million donors . That ’ s how many people are funding this campaign — and all of their names are now on the wall …
300,300,Joe Biden has 44 billionaire campaign contributors . Pete Buttigieg only has 39 . This is why 3 people own more wea …
301,301,"Republicans in Wisconsin and Georgia have purged a combined half a million Americans from their voting rolls , becau …"
302,302,"Democracy must mean democracy in the workplace as well . When I am president , when 50 % of workers in a unit sign a …"
303,303,"The Virginia AFL - CIO and Lee Carter are right . If we ' re going to expand the middle class and end corporate greed , …"
304,304,Congratulations to the workers at Hearst for their decision to unionize . I applaud their courage and hope others in …
305,305,"Get real , Joe . One of us has a history of not only fighting cuts to Social Security but working to expand benefits . …"
306,306,A disgrace .
307,307,"While there is no simple health care fix to the destruction of coronavirus , under a Medicare for All system , everyo …"
308,308,No cuts to Social Security . Not now . Not ever .
309,309,Money is not speech . Corporations are not people . And you shouldn ' t have to beg the rich and powerful for money …
310,310,"We ’ re ready to take on the power of the billionaire class , pass a Green New Deal and create an economy that works f …"
311,311,"Together , we can win this election and transform the country . Watch our first Caucus Concert featuring @ boniver , li …"
312,312,It ’ s not too late to head to New Hampshire and knock on doors for our campaign before the primary on Tuesday . Find …
313,313,"On many difficult votes , whether it was Iraq , whether it was DOMA , whether it was Don ’ t Ask Don ' t Tell , I was on th …"
314,314,It is unacceptable that our students are attending schools that don ’ t meet basic health and safety standards . The P …
315,315,Our message to the billionaire class : you cannot have it all . We will tax extreme wealth and invest in working peop …
316,316,The Trump administration abandoned Puerto Rico in the wake of Hurricane Maria . We will do no such thing . I stand wi …
317,317,"Tonight at 7 p . m . ET , join our livestream on the coronavirus pandemic with guests Dr . @ CornelWest , Rep . …"
318,318,One of the most important things you can do to help us win this election is to reach out to people and bring them i …
319,319,"It may be scary or difficult to speak out and share your struggles . But the more we talk about it , the more we are …"
320,320,Thank you Detroit and Rep . @ RashidaTlaib ! Our message to the top 1 % and powerful corporations : this nation belongs …
321,321,Sandra Bland should be alive today . We must reform a very broken criminal justice system and stop the deaths of Bla …
322,322,"When we win the primary and defeat Trump , we ’ re not cutting Social Security . We ’ re expanding Social Security — whet …"
323,323,The most common donors to our campaign are not Wall Street bankers or pharma executives . The most common donors to …
324,324,"Three years ago , the @ womensmarch told America and the entire world that we will not accept the divisiveness , racis …"
325,325,What we must guarantee to Americans during this crisis : ✅ Every worker continues to receive their paycheck ✅ Everyon …
